"NrTypes","94"
"AssocTypes","[(""GenericQ"",9),(""GenericT"",1),(""GenericM"",5),(""GenericB"",0),(""GenericR"",0),(""Generic'"",0),(""Generic "",24),(""GenericT'"",0),(""GenericQ'"",0),(""GenericM'"",0),(""Uniplate"",57),(""Biplate"",13)]"
